mes;dia;dsem;hora;ptot;pcd0;pnin;pbus;inte;meia;grat
1;22;4;4;7947;1981;7884;7732;7513;259;175
1;22;4;5;55293;14659;53188;50446;50762;3404;1127
1;22;4;6;107634;32406;101066;96577;90906;14569;2159
1;22;4;7;97992;32675;90767;87865;79091;15984;2917
1;22;4;8;63144;24683;58657;55308;49868;9556;3720
1;22;4;9;52216;21746;49384;44579;40104;8193;3919
1;22;4;10;49239;19949;46411;42501;37025;8308;3906
1;22;4;11;54024;20029;51191;47047;39502;11240;3282
1;22;4;12;63546;20782;60385;55350;45068;15881;2597
1;22;4;13;59621;21323;56164;51922;45197;12044;2380
1;22;4;14;55792;21403;52667;48396;43404;9695;2693
1;22;4;15;55965;21463;52769;48070;43832;9371;2762
1;22;4;16;71088;25659;67390;62097;57450;10709;2929
1;22;4;17;101801;32421;96541;90917;83582;15654;2565
1;22;4;18;91339;29550;84781;81471;73972;15678;1689
1;22;4;19;58359;18868;53525;51434;48127;9316;916
1;22;4;20;31424;10256;29157;27303;24621;6244;559
1;22;4;21;26487;8226;25164;23098;19172;6815;500
1;22;4;22;15537;4685;14761;14074;12655;2752;130
1;22;4;23;3178;1348;3027;3072;2726;425;27
1;23;5;0;1028;495;1021;1003;949;74;5
1;23;5;1;574;274;563;562;539;29;6
1;23;5;2;256;127;254;256;241;13;2
1;23;5;3;289;154;288;289;264;23;2
1;23;5;4;8013;2061;7953;7799;7581;262;170
1;23;5;5;56478;15222;54383;51649;51697;3658;1123
1;23;5;6;106826;32527;100166;95843;90476;14280;2070
1;23;5;7;97062;32558;89796;86881;78388;15735;2939
1;23;5;8;63202;24825;58624;55274;50047;9635;3520
1;23;5;9;50673;20992;47632;43287;38889;7960;3824
1;23;5;10;46988;19496;44433;40511;35392;7866;3730
1;23;5;11;51792;19011;49136;44939;37581;11062;3149
1;23;5;12;61485;20397;58299;53431;43486;15408;2591
1;23;5;13;58108;20829;54602;50414;43948;11847;2313
1;23;5;14;54261;20569;51143;46918;42342;9446;2473
1;23;5;15;55114;21428;51838;47392;43417;9102;2595
1;23;5;16;70010;25586;66267;61172;56798;10385;2827
1;23;5;17;100726;32384;95489;89912;82936;15310;2480
1;23;5;18;89700;28716;83102;80073;72652;15424;1624
1;23;5;19;57333;18895;52687;50878;47327;9121;885
1;23;5;20;31065;10505;28816;27149;24610;5934;521
1;23;5;21;25341;7925;24054;22030;18359;6599;383
1;23;5;22;16854;5329;16104;15565;13643;3052;159
1;23;5;23;3527;1478;3369;3353;3077;421;29
1;24;6;0;1035;529;1031;969;944;87;4
1;24;6;1;734;356;729;702;685;46;3
1;24;6;2;351;177;347;351;325;25;1
1;24;6;3;354;145;353;354;331;20;3
1;24;6;4;7823;2036;7746;7610;7413;251;159
1;24;6;5;54042;14631;51954;49333;49716;3302;1024
1;24;6;6;104907;32230;98320;94199;89119;13702;2086
1;24;6;7;96592;32939;89175;86493;78316;15506;2770
1;24;6;8;61188;24352;56842;53204;48358;9353;3477
1;24;6;9;50415;20899;47492;43180;38694;7851;3870
1;24;6;10;47614;19783;44855;40737;35967;7844;3803
1;24;6;11;50835;18970;48023;43984;37174;10512;3149
1;24;6;12;60178;20080;57081;52400;42922;14871;2385
1;24;6;13;58502;21464;55104;51059;44491;11651;2360
1;24;6;14;56104;21913;52945;48727;43848;9670;2586
1;24;6;15;60058;23425;56690;51746;48029;9185;2844
1;24;6;16;78854;28396;74904;69552;65176;10850;2828
1;24;6;17;94597;31522;89165;84452;77180;15136;2281
1;24;6;18;82297;28212;76591;73152;66605;14214;1478
1;24;6;19;56071;19517;51899;49330;46141;8952;978
1;24;6;20;32570;11463;30277;28264;25741;6211;618
1;24;6;21;24905;8244;23574;21650;18624;5840;441
1;24;6;22;16739;5317;16020;15290;13626;2928;185
1;24;6;23;3794;1610;3623;3668;3249;517;28
1;25;7;0;1190;603;1182;1151;1068;115;7
1;25;7;1;902;485;893;868;813;80;9
1;25;7;2;551;305;546;551;500;48;3
1;25;7;3;564;286;563;564;511;51;2
1;25;7;4;4093;1266;4071;4038;3830;168;95
1;25;7;5;27517;8558;26621;25100;25576;1379;562
1;25;7;6;59913;21432;56734;52775;53400;5267;1246
1;25;7;7;66763;26222;62857;58541;56343;8658;1762
1;25;7;8;50278;21182;47505;43301;40548;7332;2398
1;25;7;9;44351;19174;42294;37587;34871;6951;2529
1;25;7;10;43018;18008;41082;36577;33313;7342;2363
1;25;7;11;45710;17749;43435;39490;36068;7631;2011
1;25;7;12;53953;19886;51284;47182;43586;8882;1485
1;25;7;13;51214;19910;48598;44686;41349;8553;1312
1;25;7;14;50232;20335;48062;43599;40862;7975;1395
1;25;7;15;49127;20251;47135;42253;39859;7861;1407
1;25;7;16;51218;20753;49174;43778;41674;8139;1405
1;25;7;17;49278;19970;47216;42166;40262;7692;1324
1;25;7;18;43522;18023;41592;37326;34982;7357;1183
1;25;7;19;36858;15101;35328;31654;29871;6269;718
1;25;7;20;25183;10612;24078;21830;20219;4465;499
1;25;7;21;20017;8101;19312;17482;15436;4234;347
1;25;7;22;16543;6088;16090;15336;13548;2828;167
1;25;7;23;4914;2159;4764;4623;4114;755;45
1;26;1;0;965;327;959;912;832;125;8
1;26;1;1;841;461;839;790;755;81;5
1;26;1;2;566;264;562;566;517;47;2
1;26;1;3;447;230;445;447;405;36;6
1;26;1;4;2133;1002;2121;2131;1922;145;66
1;26;1;5;12264;5267;12019;11404;11014;854;396
1;26;1;6;24679;10950;23775;21697;21575;2103;1001
1;26;1;7;27366;13054;26443;24127;23151;3075;1140
1;26;1;8;27675;14260;26838;23968;22566;3504;1605
1;26;1;9;29704;15324;28977;25651;24066;3884;1754
1;26;1;10;28458;14813;27704;24918;23098;3969;1391
1;26;1;11;26356;13227;25563;23140;21406;3849;1101
1;26;1;12;25535;12385;24888;22580;20790;3775;970
1;26;1;13;24866;11983;24238;21984;20423;3694;749
1;26;1;14;26237;12595;25590;23137;21243;4099;895
1;26;1;15;29008;14382;28401;25331;23279;4736;993
1;26;1;16;36584;18042;35824;31823;29548;5822;1214
1;26;1;17;39437;19242;38479;34475;31757;6511;1169
1;26;1;18;36048;17023;34999;31272;28979;6071;998
1;26;1;19;27556;12658;26807;24029;22407;4537;612
1;26;1;20;23021;10419;22415;20847;18174;4285;562
1;26;1;21;17836;7771;17399;16427;13849;3659;328
1;26;1;22;9676;4294;9434;9477;7884;1679;113
1;26;1;23;2575;1310;2526;2502;2187;370;18
1;27;2;0;943;483;940;893;859;78;6
1;27;2;1;509;289;508;488;465;41;3
1;27;2;2;177;82;176;177;161;16;0
1;27;2;3;252;118;251;252;233;15;4
1;27;2;4;8097;2422;8041;7939;7640;280;177
1;27;2;5;54500;16736;52708;49911;49848;3580;1072
1;27;2;6;109351;36535;103301;98278;91327;15850;2174
1;27;2;7;98095;35987;91302;88140;78762;16388;2945
1;27;2;8;66299;28249;61915;57917;52411;9908;3980
1;27;2;9;54507;24361;51548;46931;41777;8315;4415
1;27;2;10;51786;22939;49162;44622;38990;8414;4382
1;27;2;11;57168;22290;54429;49792;41186;12196;3786
1;27;2;12;66370;23263;63210;57849;46568;16859;2943
1;27;2;13;61221;23243;57944;53042;45812;12707;2702
1;27;2;14;57524;23280;54439;49915;44680;9890;2954
1;27;2;15;57401;22984;54131;49467;44700;9740;2961
1;27;2;16;71166;26667;67398;62355;57124;11181;2861
1;27;2;17;101520;33358;96358;91190;82295;16712;2513
1;27;2;18;88573;29576;82573;78640;70562;16422;1589
1;27;2;19;55816;19008;51303;49390;45378;9489;949
1;27;2;20;30794;10202;28510;26722;23616;6680;498
1;27;2;21;24694;7353;23452;21400;16971;7392;331
1;27;2;22;15975;4720;15202;14728;12417;3428;130
1;27;2;23;2758;1144;2621;2600;2338;394;26
1;28;3;0;768;389;762;755;703;58;7
1;28;3;1;350;161;342;325;314;32;4
1;28;3;2;163;76;161;163;149;12;2
1;28;3;3;182;80;182;182;165;13;4
1;28;3;4;7974;2223;7918;7797;7520;281;173
1;28;3;5;56603;16704;54536;51565;51343;4055;1205
1;28;3;6;110344;35828;103767;98890;91413;16566;2365
1;28;3;7;98145;34875;90935;87902;78152;16956;3037
1;28;3;8;64524;26615;60104;56075;50617;9923;3984
1;28;3;9;53136;22857;50202;45545;40154;8516;4466
1;28;3;10;49792;21061;47086;42866;36869;8541;4382
1;28;3;11;55765;20974;52946;48437;39592;12490;3683
1;28;3;12;64850;21974;61602;56456;44786;17061;3003
1;28;3;13;59793;22237;56441;51832;44478;12663;2652
1;28;3;14;55061;21913;51906;47645;42443;9721;2897
1;28;3;15;55112;21967;51810;47438;42901;9418;2793
1;28;3;16;70912;26650;67272;62102;56700;11121;3091
1;28;3;17;103801;34426;98360;92905;83944;17222;2635
1;28;3;18;89883;30220;83679;80127;71223;16912;1748
1;28;3;19;56203;19295;51575;49906;45790;9507;906
1;28;3;20;30572;10337;28314;26522;23476;6534;562
1;28;3;21;27612;8516;26270;24066;18906;8282;424
1;28;3;22;16725;5252;15937;15406;12862;3735;128
1;28;3;23;3012;1293;2872;2928;2584;408;20
1;29;4;0;886;478;882;850;814;68;4
1;29;4;1;474;249;470;458;447;25;2
1;29;4;2;181;101;178;181;167;13;1
1;29;4;3;193;103;193;193;180;10;3
1;29;4;4;8326;2412;8262;8119;7822;318;186
1;29;4;5;55939;16991;53862;50968;50817;4017;1105
1;29;4;6;110713;36241;104165;99157;91666;16721;2326
1;29;4;7;97875;34966;90643;87532;77821;16899;3155
1;29;4;8;63694;26115;59156;55510;49534;10076;4084
1;29;4;9;51608;22223;48741;44127;38908;8374;4326
1;29;4;10;49181;20597;46457;42288;36286;8598;4297
1;29;4;11;55329;20685;52363;48130;39286;12465;3578
1;29;4;12;63654;21544;60462;55564;43543;17354;2757
1;29;4;13;59327;21870;55925;51497;44115;12545;2667
1;29;4;14;54349;21509;51180;46884;41765;9689;2895
1;29;4;15;55134;21971;51981;47235;42990;9273;2871
1;29;4;16;71760;27026;67896;62882;57270;11520;2970
1;29;4;17;103865;35189;98441;93162;83952;17315;2598
1;29;4;18;90305;31035;84170;80278;71923;16697;1685
1;29;4;19;56575;19468;51855;49981;46085;9506;984
1;29;4;20;30922;10683;28735;26739;23759;6625;538
1;29;4;21;27757;8707;26438;24112;19086;8237;434
1;29;4;22;16698;5231;15827;15212;12898;3670;130
1;29;4;23;2902;1281;2759;2778;2502;377;23
1;30;5;0;935;501;927;900;843;85;7
1;30;5;1;509;271;503;492;470;36;3
1;30;5;2;217;115;214;217;205;10;2
1;30;5;3;229;106;229;229;212;14;3
1;30;5;4;8120;2370;8053;7895;7650;282;188
1;30;5;5;54475;16555;52462;49700;49714;3738;1023
1;30;5;6;109013;35446;102674;97813;90606;16290;2117
1;30;5;7;91078;32191;84462;81314;73189;15440;2449
1;30;5;8;58681;23574;54261;51111;46419;9253;3009
1;30;5;9;49710;21033;46857;42637;37956;7791;3963
1;30;5;10;44735;18810;42311;38416;33469;7421;3845
1;30;5;11;51349;19206;48848;44387;36765;11351;3233
1;30;5;12;62484;20937;59374;54268;43280;16368;2836
1;30;5;13;58980;21413;55555;50868;43928;12162;2890
1;30;5;14;54907;21584;51736;47310;42566;9472;2869
1;30;5;15;56596;22372;53220;48745;44404;9390;2802
1;30;5;16;71413;26673;67580;62606;57735;10980;2698
1;30;5;17;100525;33392;95409;90407;82057;16207;2261
1;30;5;18;86139;28959;80092;76895;69023;15724;1392
1;30;5;19;52161;17671;47908;46378;42588;8780;793
1;30;5;20;29187;9745;27152;25327;22523;6204;460
1;30;5;21;24273;7330;23097;21152;16944;6992;337
1;30;5;22;16808;5126;16074;15457;13150;3511;147
1;30;5;23;3263;1366;3128;3163;2798;436;29
1;31;6;0;995;502;987;970;904;86;5
1;31;6;1;681;364;673;658;630;51;0
1;31;6;2;305;175;299;305;282;21;2
1;31;6;3;339;159;338;339;318;16;5
1;31;6;4;7810;2182;7732;7581;7398;255;157
1;31;6;5;51511;14762;49618;46938;47138;3394;979
1;31;6;6;104993;33403;98839;94174;88473;14580;1940
1;31;6;7;83756;29148;77521;75150;67925;13828;2003
1;31;6;8;62213;24510;57739;54332;49414;9685;3114
1;31;6;9;49850;20626;46948;42514;38392;7792;3666
1;31;6;10;48249;20040;45649;41275;36107;8027;4115
1;31;6;11;54546;19942;51685;47093;39314;11796;3436
1;31;6;12;65044;21563;61820;56139;46015;16226;2803
1;31;6;13;62149;22507;58619;53648;46736;12589;2824
1;31;6;14;58629;22948;55485;50828;45575;10169;2885
1;31;6;15;60680;23479;57510;52312;47995;9655;3030
1;31;6;16;79070;28629;75135;69101;64808;11405;2857
1;31;6;17;95820;32697;90616;85463;77413;15916;2491
1;31;6;18;87209;30211;81521;77372;69821;15588;1800
1;31;6;19;62294;21944;57782;55214;51042;10272;980
1;31;6;20;36057;12529;33434;31163;28394;7022;641
1;31;6;21;26459;8634;25066;23071;19627;6425;407
1;31;6;22;17826;5469;17072;16170;14228;3424;174
1;31;6;23;4203;1682;4040;4096;3538;619;46
2;1;7;0;731;339;728;731;661;63;7
2;1;7;1;848;401;839;848;772;70;6
2;1;7;2;554;259;551;554;508;40;6
2;1;7;3;542;304;540;542;509;28;5
2;1;7;4;3917;1154;3896;3863;3642;164;111
2;1;7;5;26957;8505;26063;24477;24936;1455;566
2;1;7;6;60595;21142;57348;53726;53719;5548;1328
2;1;7;7;69128;26048;65258;60763;57969;9333;1826
2;1;7;8;54722;21837;51885;47003;44044;7973;2705
2;1;7;9;50407;20223;48187;42896;39472;8041;2894
2;1;7;10;50198;19823;47993;43189;38911;8581;2706
2;1;7;11;51747;18992;49142;44858;40866;8693;2188
2;1;7;12;58037;20558;55221;50828;46919;9474;1644
2;1;7;13;55115;20539;52386;48503;44898;8826;1391
2;1;7;14;53275;20270;50987;46427;43314;8478;1483
2;1;7;15;51962;20206;49863;44871;41953;8524;1485
2;1;7;16;53954;20776;51829;46246;43681;8637;1636
2;1;7;17;53796;20828;51574;46066;43815;8480;1501
2;1;7;18;49230;19004;47095;42302;39752;8168;1310
2;1;7;19;41646;16026;39969;35864;33663;7090;893
2;1;7;20;28568;10988;27232;24739;23062;4977;529
2;1;7;21;22423;8352;21664;19624;17661;4346;416
2;1;7;22;18914;6529;18364;17647;15606;3127;181
2;1;7;23;6164;2406;5984;5953;5194;926;44
2;2;1;0;1163;408;1152;1073;1013;146;4
2;2;1;1;963;448;955;893;857;103;3
2;2;1;2;569;237;567;565;521;40;8
2;2;1;3;562;293;560;562;488;72;2
2;2;1;4;2369;987;2361;2360;2171;144;54
2;2;1;5;12330;4866;12097;11304;11197;796;337
2;2;1;6;27018;11365;26097;24015;23264;2761;993
2;2;1;7;30140;13017;29087;26447;24804;4228;1108
2;2;1;8;30182;14353;29215;26217;24278;4289;1615
2;2;1;9;30326;14593;29529;26027;24558;4212;1556
2;2;1;10;30654;14578;29858;26567;24845;4403;1406
2;2;1;11;30271;13584;29373;26226;23972;5108;1191
2;2;1;12;28569;12450;27729;25121;23067;4517;985
2;2;1;13;26762;11739;26015;23524;21974;4043;745
2;2;1;14;27863;12451;27141;24613;22611;4398;854
2;2;1;15;30171;13915;29464;26657;24455;4792;924
2;2;1;16;35913;16448;35107;31448;29228;5609;1076
2;2;1;17;41501;18448;40473;36344;33729;6592;1180
2;2;1;18;39968;17402;38849;35291;32465;6455;1048
2;2;1;19;31014;12924;30094;27337;25258;5138;618
2;2;1;20;25616;10614;24866;22807;20156;4832;628
2;2;1;21;19919;7895;19401;18708;15783;3792;344
2;2;1;22;10531;4287;10238;10201;8703;1702;126
2;2;1;23;2905;1361;2842;2805;2565;319;21
2;3;2;0;945;456;943;879;857;84;4
2;3;2;1;551;248;543;519;511;38;2
2;3;2;2;168;91;168;168;158;9;1
2;3;2;3;263;123;263;263;251;9;3
2;3;2;4;9163;2506;9091;8938;8605;345;213
2;3;2;5;57196;16325;55252;52389;51940;4063;1193
2;3;2;6;117165;35085;110901;105845;94469;20247;2449
2;3;2;7;101246;34841;94534;91239;81221;16759;3266
2;3;2;8;70804;28457;65931;62085;56344;9967;4493
2;3;2;9;58866;25557;55874;50871;45798;8292;4776
2;3;2;10;55494;23223;52595;48200;42338;8306;4850
2;3;2;11;65480;23879;62421;57440;46467;14565;4448
2;3;2;12;76762;24901;73197;67408;52277;20850;3635
2;3;2;13;68091;24742;64292;59332;51607;13191;3293
2;3;2;14;61074;23451;57679;53018;48025;9663;3386
2;3;2;15;60394;23183;56961;52361;47855;9362;3177
2;3;2;16;75664;26641;71825;66862;60387;12010;3267
2;3;2;17;110284;33449;104956;99396;87772;19442;3070
2;3;2;18;96177;29308;89676;86242;76446;17941;1790
2;3;2;19;60545;18559;55592;53862;49586;9972;987
2;3;2;20;32344;9799;29812;28400;25372;6433;539
2;3;2;21;29228;7809;27901;25726;20402;8371;455
2;3;2;22;19290;4890;18293;17757;14680;4479;131
2;3;2;23;3139;1066;2977;3030;2694;422;23
2;4;3;0;726;335;721;723;678;47;1
2;4;3;1;377;166;372;355;354;20;3
2;4;3;2;135;49;133;135;124;9;2
2;4;3;3;224;82;224;224;202;17;5
2;4;3;4;8122;1955;8045;7914;7698;251;173
2;4;3;5;50810;12330;49047;46830;46274;3558;978
2;4;3;6;103763;28319;98248;94338;84814;17182;1767
2;4;3;7;89713;29177;83925;81299;72942;14646;2125
2;4;3;8;49787;17911;45393;44529;40806;7278;1703
2;4;3;9;44080;17789;41405;38302;35026;6176;2878
2;4;3;10;41597;16929;39522;36166;32120;6260;3217
2;4;3;11;55115;19435;52565;48273;38890;12576;3649
2;4;3;12;70033;21161;66832;61826;46443;20108;3482
2;4;3;13;65139;22775;61464;57147;48722;13133;3284
2;4;3;14;58470;22199;55263;50784;45900;9233;3337
2;4;3;15;59431;22131;55881;51712;47206;8929;3296
2;4;3;16;74757;25584;70727;66048;59854;11872;3031
2;4;3;17;105901;31185;100493;95584;84136;19217;2548
2;4;3;18;91301;27087;85151;81824;72068;17565;1668
2;4;3;19;57437;17116;52738;51024;47108;9489;840
2;4;3;20;33306;9568;30415;29245;26106;6691;509
2;4;3;21;31220;8079;29585;27488;21537;9256;427
2;4;3;22;18718;4733;17741;17381;14309;4252;157
2;4;3;23;3070;1069;2921;2959;2669;379;22
2;5;4;0;868;375;863;846;803;60;5
2;5;4;1;482;204;472;467;454;26;2
2;5;4;2;157;77;156;157;141;14;2
2;5;4;3;242;113;242;242;231;9;2
2;5;4;4;8214;1912;8140;8006;7778;261;175
2;5;4;5;59124;14674;56910;54035;53364;4546;1214
2;5;4;6;121454;33431;114431;109643;96997;21876;2581
2;5;4;7;101201;32609;93569;90815;80619;17183;3399
2;5;4;8;65619;25101;60665;57975;51988;9357;4274
2;5;4;9;51738;21225;48695;44474;40083;7238;4417
2;5;4;10;51089;20592;48222;44133;38662;7696;4731
2;5;4;11;62732;21388;59566;55003;43593;15003;4136
2;5;4;12;76175;23080;72465;66973;50571;22050;3554
2;5;4;13;67716;23708;63671;59126;50775;13604;3337
2;5;4;14;59915;22257;56403;52104;46979;9450;3486
2;5;4;15;59788;22314;56112;51880;47309;9179;3300
2;5;4;16;75120;25731;70973;66662;59938;11819;3363
2;5;4;17;111094;32479;105287;101021;88026;19955;3113
2;5;4;18;98957;29991;92054;89077;78481;18538;1938
2;5;4;19;64627;19652;59274;57609;52937;10596;1094
2;5;4;20;35323;10449;32484;31018;27754;6943;626
2;5;4;21;32862;8665;31212;29107;22831;9526;505
2;5;4;22;19490;4904;18418;17960;14957;4396;137
2;5;4;23;3370;1224;3201;3271;2931;413;26
2;6;5;0;916;387;915;898;843;68;5
2;6;5;1;525;233;518;498;492;31;2
2;6;5;2;211;103;211;211;200;9;2
2;6;5;3;274;123;274;274;259;11;4
2;6;5;4;8408;1928;8334;8225;8000;250;158
2;6;5;5;58214;14410;56027;53354;52572;4482;1160
2;6;5;6;120396;32347;113303;109152;96324;21620;2452
2;6;5;7;100068;31798;92497;89975;80054;16777;3237
2;6;5;8;64816;24554;59869;56885;51489;9320;4007
2;6;5;9;53459;21807;50281;45845;41003;7693;4763
2;6;5;10;51353;20469;48451;44156;38741;8144;4468
2;6;5;11;62588;21262;59398;54914;43465;15007;4116
2;6;5;12;75900;22752;72089;66712;50211;22277;3412
2;6;5;13;65207;22137;61186;56829;48736;13263;3208
2;6;5;14;58370;21647;54835;50507;45807;9379;3184
2;6;5;15;58734;21670;55105;50600;46551;9011;3172
2;6;5;16;75206;25529;71059;66026;59965;11952;3289
2;6;5;17;109394;31597;103853;98812;86863;19634;2897
2;6;5;18;97388;28866;90574;87173;76939;18599;1850
2;6;5;19;64015;19122;58767;56944;52380;10587;1048
2;6;5;20;35306;10336;32383;30991;27690;7026;590
2;6;5;21;31138;8209;29541;27155;21696;9017;425
2;6;5;22;20973;5362;19898;19364;16090;4707;176
2;6;5;23;3613;1290;3443;3521;3139;435;39
2;7;6;0;957;426;948;936;875;74;8
2;7;6;1;748;333;740;714;693;52;3
2;7;6;2;347;195;346;347;326;20;1
2;7;6;3;338;138;338;338;326;9;3
2;7;6;4;8337;1959;8250;8134;7897;268;172
2;7;6;5;58261;14306;56043;53157;52675;4401;1185
2;7;6;6;117656;31736;110513;106429;94749;20601;2306
2;7;6;7;100042;32145;92446;89789;80551;16245;3246
2;7;6;8;65960;25345;61093;57587;52455;9288;4217
2;7;6;9;54383;22014;51070;46781;41759;7827;4797
2;7;6;10;52550;20785;49515;45492;39671;8307;4572
2;7;6;11;62216;21010;59037;54561;43679;14558;3979
2;7;6;12;74164;22379;70533;64978;50002;20889;3273
2;7;6;13;65597;22926;61785;57413;49712;12920;2965
2;7;6;14;60476;22632;56888;52503;47560;9773;3143
2;7;6;15;64455;23883;60603;55885;51513;9741;3201
2;7;6;16;82415;27724;77977;72874;67706;11622;3087
2;7;6;17;103685;31454;98022;93148;81873;19204;2608
2;7;6;18;91472;28684;85043;82153;72686;16998;1788
2;7;6;19;64518;20767;59799;57582;52915;10534;1069
2;7;6;20;37187;11852;34336;32653;29655;6904;628
2;7;6;21;30995;9106;29419;27560;22724;7798;473
2;7;6;22;21393;5839;20368;19783;16684;4538;171
2;7;6;23;4354;1622;4168;4169;3709;601;44
2;8;7;0;1192;526;1183;1156;1066;117;9
2;8;7;1;896;433;891;840;819;72;5
2;8;7;2;576;285;568;576;532;41;3
2;8;7;3;560;244;558;560;509;43;8
2;8;7;4;4520;1233;4489;4472;4244;190;86
2;8;7;5;29267;8093;28275;26517;27287;1382;598
2;8;7;6;58061;18434;54803;51677;51994;5034;1033
2;8;7;7;66955;24006;63138;58853;56397;8915;1643
2;8;7;8;52797;21221;49751;45799;42882;7565;2350
2;8;7;9;48984;19793;46682;41897;38371;7705;2908
2;8;7;10;47968;18836;45730;41442;37111;8103;2754
2;8;7;11;51082;18521;48487;44407;39819;9123;2140
2;8;7;12;57561;19525;54656;50522;46276;9594;1691
2;8;7;13;55594;19669;52602;49075;44875;9255;1464
2;8;7;14;53773;19723;51255;46862;43348;8791;1634
2;8;7;15;52950;20008;50537;45849;42766;8607;1577
2;8;7;16;56564;20777;54189;48632;45833;9109;1622
2;8;7;17;54515;20029;52022;47157;44461;8677;1377
2;8;7;18;47647;18105;45320;41102;38315;8136;1196
2;8;7;19;39554;14742;37748;34135;32135;6634;785
2;8;7;20;27181;10279;25871;23298;21906;4756;519
2;8;7;21;22392;8184;21661;19869;17471;4559;362
2;8;7;22;19666;6645;19103;18226;16024;3474;168
2;8;7;23;5466;2179;5286;5233;4592;835;39
2;9;1;0;1267;458;1256;1218;1091;175;1
2;9;1;1;944;434;939;895;820;117;7
2;9;1;2;632;285;629;632;568;60;4
2;9;1;3;578;301;577;578;526;51;1
2;9;1;4;2139;937;2130;2135;1963;141;35
2;9;1;5;12276;4748;12011;11283;11118;809;349
2;9;1;6;26024;10982;25060;23079;22801;2201;1022
2;9;1;7;28142;12552;27091;24743;23724;3163;1255
2;9;1;8;28068;13623;27176;24443;22883;3650;1535
2;9;1;9;30123;14830;29296;25960;24568;3828;1727
2;9;1;10;30657;14835;29784;26750;25073;4089;1495
2;9;1;11;29475;13570;28533;25919;23754;4540;1181
2;9;1;12;27743;12387;26924;24615;22576;4199;968
2;9;1;13;27563;12161;26725;24484;22644;4149;770
2;9;1;14;28678;12687;27963;25435;23422;4401;855
2;9;1;15;30721;13836;29968;26912;24777;4955;989
2;9;1;16;35811;16007;34808;31254;29017;5706;1088
2;9;1;17;40237;17938;39148;35249;32801;6233;1203
2;9;1;18;39197;17150;38077;34292;31626;6452;1119
2;9;1;19;30085;12653;29101;26586;24729;4823;533
2;9;1;20;24862;10249;24089;21986;19797;4479;586
2;9;1;21;20976;8668;20444;19542;16644;3961;371
2;9;1;22;10292;4192;10004;10131;8416;1735;141
2;9;1;23;2705;1322;2654;2574;2359;329;17
2;10;2;0;928;409;924;867;847;78;3
2;10;2;1;470;226;469;425;432;37;1
2;10;2;2;175;93;174;175;156;18;1
2;10;2;3;263;105;263;263;250;10;3
2;10;2;4;8721;2133;8658;8496;8270;274;177
2;10;2;5;59335;15971;57138;54349;53421;4754;1160
2;10;2;6;121350;34615;114734;109863;96378;22500;2472
2;10;2;7;100919;33800;93974;91044;79978;17786;3155
2;10;2;8;68228;27635;63261;60189;54376;10020;3832
2;10;2;9;56730;24590;53575;48733;44284;8035;4411
2;10;2;10;53983;22517;51033;46829;41017;8373;4593
2;10;2;11;65538;23197;62329;57872;45899;15605;4034
2;10;2;12;78024;24486;74327;68738;51844;22787;3393
2;10;2;13;68062;24283;64052;59769;51017;13946;3099
2;10;2;14;60393;22949;56852;52423;47456;9827;3110
2;10;2;15;61418;23042;57770;53187;48469;9777;3172
2;10;2;16;79289;27237;75104;69930;62737;13128;3424
2;10;2;17;109501;32337;104192;98795;86114;20536;2851
